"trip_id_raw","tender_date","eta_operation","ata_operation","pickup_location_raw","delivery_area_raw","carrier_code_raw","vehicle_type_raw","cargo_group_raw","vfr_pct","vfr_by_ton","vfr_by_volume","planned_ton","planned_cbm"
"DI0184985","2026-01-31","2026-02-02 15:30:00","2026-02-02 10:24:47","Kho trong - BKD","South East","ANH SON","2T","POSM, DRY, FRESH",92.71849166666668,79.20859999999999,92.71849166666668,1.584172,11.126219
"DI0184989","2026-01-31","2026-02-02 15:30:00","2026-02-02 08:22:32","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","POSM, DRY, FRESH",100,82.32879999999999,100,1.6465759999999998,12.697162000000002
"DI0184991","2026-01-31","2026-02-02 15:30:00","2026-02-02 10:56:55","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",4.958333333333335,4.1356,4.958333333333335,0.08271200000000001,0.5950000000000002
"DI0184995","2026-01-31","2026-02-02 15:30:00","2026-02-02 12:48:58","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, POSM, FRESH",87.45279166666666,71.49525,87.45279166666666,1.429905,10.494335
"DI0184998","2026-01-31","2026-02-02 15:30:00","2026-02-02 09:46:21","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, FRESH",98.83333333333336,66.02935,98.83333333333336,1.320587,11.860000000000001
"DI0185027","2026-01-31","2026-02-02 15:30:00","2026-02-02 15:30:00","Kho trong - BKD","Ho Chi Minh","ANH SON","11T","DRY",93.88819047619046,67.95596363636366,93.88819047619046,7.475156000000003,39.43303999999999
"DI0185030","2026-01-31","2026-02-02 15:30:00","2026-02-02 10:24:37","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0185034","2026-01-31","2026-02-02 15:30:00","2026-02-02 14:03:53","Kho ngoài - BKD","South East","ANH SON","2T","DRY",100,75,100,1.5,13.249979999999999
"DI0185035","2026-01-31","2026-02-02 15:30:00","2026-02-02 16:16:21","Kho trong - BKD","South East","ANH SON","2T","DRY",100,100,100,1.7050160000000003,11.383014
"DI0185037","2026-01-31","2026-02-02 15:30:00","2026-02-02 14:56:15","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,91.0122,100,1.8202440000000002,13.590019
"DI0185039","2026-01-31","2026-02-02 15:30:00","2026-02-02 15:27:30","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0185043","2026-01-31","2026-02-02 15:30:00","2026-02-02 13:22:28","Kho trong - BKD","South East","ANH SON","11T","DRY",56.09719285714287,27.93478181818182,56.09719285714287,3.072826,23.560821000000004
"DI0185044","2026-01-31","2026-02-02 15:30:00","2026-02-02 15:30:00","Kho trong - BKD","South East","ANH SON","11T","DRY",50.70011666666666,27.166581818181818,50.70011666666666,2.988324,21.294048999999998
"DI0185045","2026-01-31","2026-02-02 15:30:00","2026-02-02 15:27:50","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0185046","2026-01-31","2026-02-02 15:30:00","2026-02-02 14:37:07","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0185050","2026-01-31","2026-02-02 15:30:00","2026-02-02 18:30:10","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",99.57910000000001,99.57910000000001,88.0089,1.9915820000000002,10.561068
"DI0185051","2026-01-31","2026-02-02 15:30:00","2026-02-02 19:40:02","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",98.40010000000001,63.0706,98.40010000000001,1.261412,11.808012000000002
"DI0185052","2026-01-31","2026-02-02 15:30:00","2026-02-02 20:07:06","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0185053","2026-01-31","2026-02-02 15:30:00","2026-02-02 15:30:00","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,100,100,1.8,12
"DI0184714","2026-01-31","2026-02-02 16:00:00","2026-02-02 11:39:50","Kho trong - BKD","South East","ANH SON","5T","DRY, POSM, FRESH",100,64.6785,100,3.2339249999999997,24.630119000000004
"DI0184715","2026-01-31","2026-02-02 16:00:00","2026-02-02 08:52:15","Kho ngoài - BKD","South East","ANH SON","2T","DRY",100,89.87955,100,1.797591,12.332595
"DI0184717","2026-01-31","2026-02-02 16:00:00","2026-02-02 16:00:00","Kho trong - BKD","South East","ANH SON","2T","DRY, POSM",97.81569166666667,87.748,97.81569166666667,1.75496,11.737883
"DI0184861","2026-01-31","2026-02-02 16:00:00","2026-02-02 14:58:15","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY, POSM, FRESH",62.53845454545455,29.106020000000008,62.53845454545455,1.4553010000000004,13.75846
"DI0184864","2026-01-31","2026-02-02 16:00:00","2026-02-02 15:10:32","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","POSM, DRY, FRESH",100,56.73492,100,2.836746,23.942071000000002
"DI0184987","2026-01-31","2026-02-02 16:00:00","2026-02-02 07:00:56","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","POSM, DRY, FRESH",100,46.845549999999996,100,0.9369109999999999,12.918180000000001
"DI0184988","2026-01-31","2026-02-02 16:00:00","2026-02-02 11:45:44","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, POSM, FRESH",100,72.9971,100,1.459942,12.757807
"DI0184992","2026-01-31","2026-02-02 16:00:00","2026-02-02 10:42:42","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, POSM, FRESH, TET",94.93115,59.44195,94.93115,1.188839,11.391738
"DI0184996","2026-01-31","2026-02-02 16:00:00","2026-02-02 10:52:48","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, FRESH, TET",97.82506666666667,60.567899999999995,97.82506666666667,1.211358,11.739008000000002
"DI0184997","2026-01-31","2026-02-02 16:00:00","2026-02-02 09:55:41","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, POSM, FRESH",100,81.13319999999999,100,1.6226639999999999,13.34877
"DI0185021","2026-01-31","2026-02-02 16:00:00","2026-02-02 07:46:01","Kho trong - BKD","South East","ANH SON","2T","DRY, FRESH",100,54.66270000000001,100,1.0932540000000002,12.029995000000001
"DI0185029","2026-01-31","2026-02-02 16:00:00","2026-02-02 13:10:45","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,99.37159999999999,100,1.9874319999999999,12.037652999999999
"DI0185031","2026-01-31","2026-02-02 16:00:00","2026-02-02 13:34:19","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,80.13575,100,1.602715,12.390194000000001
"DI0185032","2026-01-31","2026-02-02 16:00:00","2026-02-02 12:36:06","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,86.0767,100,1.7215340000000001,12.849986000000001
"DI0185033","2026-01-31","2026-02-02 16:00:00","2026-02-02 14:36:47","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,100,100,2.0226900000000003,12.024206999999999
"DI0185036","2026-01-31","2026-02-02 16:00:00","2026-02-02 15:19:47","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",99.39674166666667,73.8494,99.39674166666667,1.476988,11.927609
"DI0185038","2026-01-31","2026-02-02 16:00:00","2026-02-02 18:05:30","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,85.6764,100,1.713528,12.201991
"DI0185042","2026-01-31","2026-02-02 16:00:00","2026-02-02 14:58:30","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",95.56666666666665,83.90310000000001,95.56666666666665,1.6780620000000002,11.467999999999998
"DI0185048","2026-01-31","2026-02-02 16:00:00","2026-02-02 16:59:21","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, POSM",100,100,100,1.58635,11.103373
"DI0184700","2026-01-31","2026-02-02 17:00:00","2026-02-03 08:01:12","Kho trong - BKD","South Central Coast","ANH SON","11T","DRY, POSM, FRESH",100,100,77.41368450714285,2.693088,23.141756000000008
"DI0184701","2026-01-31","2026-02-02 17:00:00","2026-02-02 19:00:17","Kho trong - BKD","South Central Coast","ANH SON","5T","DRY, POSM, FRESH",67.66730000000001,28.20534,67.66730000000001,1.4102670000000002,14.886806000000002
"DI0184702","2026-01-31","2026-02-02 17:00:00","2026-02-03 07:25:23","Kho trong - BKD","Central highland","ANH SON","11T","DRY, FRESH, TET",100,36.790263636363626,100,4.046928999999999,43.82619900000003
"DI0184703","2026-01-31","2026-02-02 17:00:00","2026-02-02 18:16:20","Kho trong - BKD","Central highland","ANH SON","11T","DRY, FRESH",100,100,100,5.623005000000002,49.28700100000003
"DI0184704","2026-01-31","2026-02-02 17:00:00","2026-02-02 14:30:03","Kho trong - BKD","South Central Coast","ANH SON","11T","DRY, POSM, FRESH",92.06619761904761,45.05961818181817,92.06619761904761,4.956557999999999,38.667803
"DI0184705","2026-01-31","2026-02-02 17:00:00","2026-02-02 06:38:00","Kho trong - BKD","South East - Lam Dong","ANH SON","2T","POSM, DRY, FRESH",87.67776666666668,42.20179999999999,87.67776666666668,0.8440359999999998,10.521332000000001
"DI0184706","2026-01-31","2026-02-02 17:00:00","2026-02-02 12:25:46","Kho trong - BKD","South East - Lam Dong","ANH SON","11T","DRY, POSM, FRESH, TET",100,51.28908181818183,100,4.667879000000001,47.77413300000002
"DI0184707","2026-01-31","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho trong - BKD","South Central Coast","ANH SON","11T","DRY, POSM, FRESH, TET",90.68864285714287,42.40227272727273,90.68864285714287,4.664250000000001,38.08923
"DI0184708","2026-01-31","2026-02-02 17:00:00","2026-02-02 10:28:20","Kho trong - BKD","South East","ANH SON","5T","DRY, POSM, FRESH",74.18465454545456,32.84242,74.18465454545456,1.642121,16.320624000000002
"DI0184709","2026-01-31","2026-02-02 17:00:00","2026-02-02 13:02:05","Kho trong - BKD","South East","ANH SON","11T","DRY, POSM, FRESH",82.18129523809527,30.301027272727286,82.18129523809527,3.3331130000000013,34.51614400000002
"DI0184710","2026-01-31","2026-02-02 17:00:00","2026-02-02 08:57:58","Kho trong - BKD","South East","ANH SON","8T","DRY, POSM, FRESH",54.394003125,24.793525,54.394003125,1.983482,17.406081
"DI0184711","2026-01-31","2026-02-02 17:00:00","2026-02-02 09:24:35","Kho trong - BKD","South East","ANH SON","3.5T","DRY, POSM, FRESH",97.50648823529411,49.250457142857144,97.50648823529411,1.723766,16.576103
"DI0184712","2026-01-31","2026-02-02 17:00:00","2026-02-02 11:17:31","Kho ngoài - BKD","South East","ANH SON","11T","DRY, POSM, FRESH",62.639295238095244,29.3904,62.639295238095244,3.232944,26.308504000000003
"DI0184713","2026-01-31","2026-02-02 17:00:00","2026-02-02 16:10:12","Kho ngoài - BKD","South East","ANH SON","5T","POSM, DRY, FRESH, TET",80.71008461538462,56.86848000000001,80.71008461538462,2.8434240000000006,20.984621999999998
"DI0184716","2026-01-31","2026-02-02 17:00:00","2026-02-02 14:42:49","Kho trong - BKD","South East","ANH SON","5T","DRY, POSM, FRESH",100,70.79906,100,3.5399529999999997,27.604559000000005
"DI0184718","2026-01-31","2026-02-02 17:00:00","2026-02-02 10:39:30","Kho trong - BKD","South East","ANH SON","5T","DRY, POSM, FRESH",100,62.615700000000004,100,3.1307850000000004,24.888227000000004
"DI0184720","2026-01-31","2026-02-02 17:00:00","2026-02-02 10:54:32","Kho trong - BKD","Mekong 1","THANH AN","8T","DRY, POSM, FRESH",73.21455625000002,30.76306249999999,73.21455625000002,2.461044999999999,23.428658000000006
"DI0184722","2026-01-31","2026-02-02 17:00:00","2026-02-02 10:00:59","Kho trong - BKD","Mekong 1","THANH AN","2T","DRY, POSM, FRESH",87.25465000000003,55.63540000000001,87.25465000000003,1.1127080000000003,10.470558000000004
"DI0184724","2026-01-31","2026-02-02 17:00:00","2026-02-02 11:42:54","Kho trong - BKD","Mekong 1","THANH AN","11T","DRY, POSM, FRESH",100,100,99.10831571428575,3.140923000000001,30.417495000000017
"DI0184725","2026-01-31","2026-02-02 17:00:00","2026-02-02 10:30:31","Kho trong - BKD","Mekong 1","THANH AN","5T","POSM, DRY, FRESH",56.76902727272729,24.806,56.76902727272729,1.2403,12.489186000000004
"DI0184860","2026-01-31","2026-02-02 17:00:00","2026-02-02 13:07:21","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY, POSM, FRESH",61.36528076923079,26.76968,61.36528076923079,1.338484,15.954973000000008
"DI0184862","2026-01-31","2026-02-02 17:00:00","2026-02-02 09:50:44","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","POSM, DRY, FRESH",82.73526363636364,40.609719999999996,82.73526363636364,2.030486,18.201758
"DI0184863","2026-01-31","2026-02-02 17:00:00","2026-02-02 14:57:38","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY, POSM, FRESH",100,100,100,2.680243,23.229905000000006
"DI0184865","2026-01-31","2026-02-02 17:00:00","2026-02-02 12:37:53","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY, POSM, FRESH",100,67.6996,100,2.5812809999999997,22.189638000000013
"DI0184866","2026-01-31","2026-02-02 17:00:00","2026-02-02 08:50:30","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","POSM, DRY, FRESH",34.10738636363637,10.620900000000002,34.10738636363637,0.5310450000000001,7.503625000000002
"DI0184867","2026-02-01","2026-02-02 17:00:00","2026-02-02 11:22:42","Kho trong - NKD","North East - North West","HDA","5T","DRY, FRESH, TET",100,100,100,2.3987669999999994,20.860612
"DI0184868","2026-02-01","2026-02-02 17:00:00","2026-02-02 12:20:03","Kho trong - NKD","North Central Coast","HDA","5T","DRY, POSM, FRESH",87.52779999999997,75.85952,87.52779999999997,1.8965740000000002,18.114115999999996
"DI0184869","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho trong - NKD","North East - North West","HDA","11T","DRY, POSM, FRESH, TET",100,100,100,2.8563290000000006,26.257528
"DI0184873","2026-02-01","2026-02-02 17:00:00","2026-02-02 08:35:07","Kho trong - NKD","North East - North West","HDA","11T","DRY, FRESH",100,100,99.37857142857145,3.6767600000000003,34.355000000000004
"DI0184874","2026-02-01","2026-02-02 17:00:00","2026-02-02 15:03:21","Kho ngoài - NKD","Ha Noi","HDA","5T","DRY",85.63618636363636,54.62239999999999,85.63618636363636,2.7311199999999998,18.839961
"DI0184875","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho ngoài - NKD","Ha Noi","HDA","5T","DRY",85.9545,42.724399999999996,85.9545,2.13622,18.90999
"DI0184876","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:20:09","Kho ngoài - NKD","Ha Noi","HDA","3.5T","DRY",100,75.28977142857143,100,2.635142,18.997995
"DI0184877","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:52:46","Kho ngoài - NKD","Ha Noi","HDA","11T","DRY",100,100,100,4.627698,37.113001999999994
"DI0184878","2026-02-01","2026-02-02 17:00:00","2026-02-02 08:05:14","Kho trong - NKD","Ha Noi","HDA","5T","DRY, FRESH",80.58539999999999,43.17855999999999,80.58539999999999,2.1589279999999995,17.728787999999998
"DI0184879","2026-02-01","2026-02-02 17:00:00","2026-02-02 18:06:33","Kho ngoài - NKD","Ha Noi","HDA","11T","DRY",100,100,100,4.374236,35.684995
"DI0184880","2026-02-01","2026-02-02 17:00:00","2026-02-02 09:38:06","Kho trong - NKD","Ha Noi","HDA","11T","DRY, FRESH",70.22689523809525,26.257490909090908,70.22689523809525,2.8883240000000003,29.495296000000007
"DI0184881","2026-02-01","2026-02-02 17:00:00","2026-02-02 07:56:57","Kho trong - NKD","North East - North West","HDA","5T","DRY, FRESH",88.18,31.434499999999996,88.18,1.5717249999999998,19.3996
"DI0184882","2026-02-01","2026-02-02 17:00:00","2026-02-02 15:12:00","Kho ngoài - NKD","North East - North West","HDA","11T","DRY",82.79046904761906,45.942218181818184,82.79046904761906,5.053644,34.771997
"DI0184883","2026-02-01","2026-02-02 17:00:00","2026-02-02 09:27:25","Kho trong - NKD","North East - North West","HDA","3.5T","DRY, FRESH",83.04541176470588,36.76634285714287,83.04541176470588,1.2868220000000001,14.11772
"DI0184885","2026-02-01","2026-02-02 17:00:00","2026-02-02 08:10:21","Kho trong - NKD","North East - North West","HDA","11T","DRY, FRESH",54.74142857142857,15.764663636363634,54.74142857142857,1.7341129999999998,22.9914
"DI0184886","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:39:28","Kho ngoài - NKD","Ha Noi","HDA","11T","DRY",100,57.67663636363636,100,6.34443,49.123987
"DI0184887","2026-02-01","2026-02-02 17:00:00","2026-02-02 18:16:31","Kho ngoài - NKD","Ha Noi","HDA","5T","DRY",100,62.935379999999995,100,3.146769,22.134002000000002
"DI0184888","2026-02-01","2026-02-02 17:00:00","2026-02-02 08:18:37","Kho trong - NKD","Ha Noi","HDA","3.5T","DRY, FRESH",79.48618823529412,34.90585714285715,79.48618823529412,1.2217050000000003,13.512652000000001
"DI0184889","2026-02-01","2026-02-02 17:00:00","2026-02-02 18:47:05","Kho ngoài - NKD","North Central Coast","HDA","8T","DRY",86.73122812500002,50.737775,86.73122812500002,4.059022,27.753993000000005
"DI0184890","2026-02-01","2026-02-02 17:00:00","2026-02-02 10:56:15","Kho trong - NKD","North Central Coast","HDA","5T","DRY, FRESH",79.24767272727273,34.185599999999994,79.24767272727273,1.7092799999999997,17.434487999999998
"DI0184891","2026-02-01","2026-02-02 17:00:00","2026-02-02 15:06:20","Kho ngoài - NKD","North Central Coast","HDA","5T","DRY",100,97.79040000000002,100,4.889520000000001,34.898
"DI0184892","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:30:07","Kho ngoài - NKD","North Central Coast","HDA","11T","DRY",100,100,100,4.249119999999998,35.164981000000004
"DI0184893","2026-02-01","2026-02-02 17:00:00","2026-02-02 10:20:55","Kho trong - NKD","North Central Coast","HDA","11T","DRY, FRESH",69.20985714285716,68.66848181818182,69.20985714285716,3.0953030000000004,28.92214000000001
"DI0184894","2026-02-01","2026-02-02 17:00:00","2026-02-02 08:04:29","Kho trong - NKD","Ha Noi","HDA","11T","DRY, FRESH",57.14748571428572,37.78130909090909,57.14748571428572,2.175504,22.13390800000001
"DI0184895","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho ngoài - NKD","Ha Noi","HDA","5T","DRY",80.34541363636363,40.04183999999999,80.34541363636363,2.0020919999999998,17.675991
"DI0184896","2026-02-01","2026-02-02 17:00:00","2026-02-02 18:04:27","Kho ngoài - NKD","Ha Noi","HDA","3.5T","DRY",100,72.4965142857143,100,2.5373780000000004,17.755000000000003
"DI0184899","2026-02-01","2026-02-02 17:00:00","2026-02-02 12:51:27","Kho trong - NKD","North Central Coast","HDA","11T","DRY, FRESH",100,100,100,3.6827359999999993,39.439251999999996
"DI0184900","2026-02-01","2026-02-02 17:00:00","2026-02-02 15:50:37","Kho ngoài - NKD","North Central Coast","HDA","11T","DRY",89.42219555555556,44.36949090909092,89.42219555555556,4.880644000000001,40.239988000000004
"DI0184901","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho ngoài - NKD","North East - North West","HDA","11T","DRY",100,83.43575454545454,100,9.177933,55.379001
"DI0184902","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho ngoài - NKD","North East - North West","HDA","11T","DRY",100,100,100,6.730201,39.269008
"DI0184903","2026-02-01","2026-02-02 17:00:00","2026-02-02 11:15:36","Kho trong - NKD","North East - North West","HDA","11T","DRY, TET",76.43056222222222,50.39417272727272,76.43056222222222,5.543359,34.393753
"DI0184904","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho ngoài - NKD","North East - North West","HDA","11T","TET",83.23809523809524,32.81818181818182,83.23809523809524,3.61,34.96
"DI0184905","2026-02-01","2026-02-02 17:00:00","2026-02-02 15:04:06","Kho ngoài - NKD","North East - North West","HDA","11T","DRY",100,100,100,13.69746,69.599998
"DI0184906","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho ngoài - NKD","North East - North West","HDA","11T","DRY",77.55554888888888,30.668454545454548,77.55554888888888,3.37353,34.899997
"DI0184907","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho ngoài - NKD","North East - North West","HDA","11T","DRY, TET",100,100,100,7.262055000000001,54.93699800000001
"DI0184910","2026-02-01","2026-02-02 17:00:00","2026-02-02 09:34:52","Kho trong - NKD","North Central Coast","HDA","11T","DRY, FRESH",88.86202142857144,44.685990909090926,88.86202142857144,4.915459000000002,37.32204900000001
"DI0184911","2026-02-01","2026-02-02 17:00:00","2026-02-02 11:27:15","Kho trong - NKD","North Central Coast","HDA","11T","DRY, POSM, FRESH",88.11611428571427,41.08591818181819,88.11611428571427,4.519451,37.008767999999996
"DI0184912","2026-02-01","2026-02-02 17:00:00","2026-02-02 09:37:32","Kho trong - NKD","North Central Coast","HDA","5T","DRY, FRESH, TET",100,62.15121999999999,100,3.1075609999999996,22.215582000000005
"DI0184913","2026-02-01","2026-02-02 17:00:00","2026-02-02 17:00:00","Kho trong - NKD","","HDA","2.5T","DRY",53.71666666666664,30.403279999999988,53.71666666666664,0.7600819999999997,6.445999999999997
"DI0184914","2026-02-01","2026-02-02 17:00:00","2026-02-02 06:56:34","Kho trong - NKD","Ha Noi","HDA","2.5T","DRY, FRESH",91.8,33.75732000000001,91.8,0.843933,11.015999999999998
"DI0184915","2026-02-01","2026-02-02 17:00:00","2026-02-02 15:25:08","Kho trong - NKD","","HDA","1.4T","DRY",9.200000000000003,6.451857142857143,9.200000000000003,0.090326,0.7360000000000002
"DI0184916","2026-02-01","2026-02-02 17:00:00","2026-02-02 06:50:39","Kho trong - NKD","Ha Noi","HDA","11T","DRY, FRESH",100,100,100,3.4622860000000006,34.596056000000004
"DI0184917","2026-02-01","2026-02-02 17:00:00","2026-02-02 15:38:29","Kho trong - NKD","North East - North West","HDA","5T","DRY",53.42512727272729,31.48086,53.42512727272729,1.574043,11.753528000000003
"DI0184918","2026-02-01","2026-02-02 17:00:00","2026-02-02 14:38:35","Kho ngoài - NKD","Ha Noi","HDA","11T","DRY",85.17852857142856,40.987536363636366,85.17852857142856,4.508629,35.774981999999994
"DI0184920","2026-02-01","2026-02-02 17:00:00","2026-02-02 08:15:14","Kho trong - NKD","Ha Noi","HDA","1.4T","DRY, FRESH",79.7942,50.5295,79.7942,0.707413,6.383536
"DI0184921","2026-02-01","2026-02-02 17:00:00","2026-02-02 20:34:08","Kho ngoài - NKD","Ha Noi","HDA","3.5T","DRY",96.00585294117647,54.63814285714286,96.00585294117647,2.2023029999999997,17.496997
"DI0184922","2026-02-01","2026-02-02 17:00:00","2026-02-03 14:42:42","Kho ngoài - NKD","North Central Coast","HDA","11T","DRY",46.12380714285715,22.4541,46.12380714285715,2.469951,19.371999000000002
"DI0184923","2026-02-01","2026-02-02 17:00:00","2026-02-02 08:43:52","Kho trong - NKD","Ha Noi","HDA","8T","DRY, FRESH",86.51965000000001,31.542537499999995,86.51965000000001,2.5234029999999996,27.686288000000005
"DI0184924","2026-02-01","2026-02-02 17:00:00","2026-02-02 10:46:58","Kho ngoài - NKD","Ha Noi","HDA","11T","DRY",95.0047642857143,49.047745454545456,95.0047642857143,5.395252,39.902001000000006
"DI0184926","2026-02-01","2026-02-02 17:00:00","2026-02-02 19:41:01","Kho ngoài - NKD","Ha Noi","HDA","1.4T","DRY",100,67.33921428571429,100,0.9427490000000001,8.200996
"DI0184927","2026-02-01","2026-02-02 17:00:00","2026-02-02 12:01:47","Kho ngoài - NKD","Ha Noi","HDA","1.4T","DRY",100,100,100,0.96255,8.258996
"DI0184928","2026-02-01","2026-02-02 17:00:00","2026-02-02 10:44:31","Kho ngoài - NKD","Ha Noi","HDA","1.4T","DRY",100,88.06628571428571,100,1.2329279999999998,8.471998000000001
"DI0184929","2026-02-01","2026-02-02 17:00:00","2026-02-02 14:41:08","Kho ngoài - NKD","Ha Noi","HDA","1.4T","DRY",90.64999999999999,72.59892857142859,90.64999999999999,1.016385,7.252
"DI0184930","2026-02-01","2026-02-02 17:00:00","2026-02-02 12:09:31","Kho ngoài - NKD","Ha Noi","HDA","1.4T","DRY",100,85.2337857142857,100,1.1932729999999998,8.407
"DI0184931","2026-02-01","2026-02-02 17:00:00","2026-02-02 08:02:20","Kho trong - NKD","Ha Noi","HDA","2.5T","DRY, FRESH",100,66.25008000000001,100,1.6562520000000003,16.94
"DI0184933","2026-02-01","2026-02-02 17:00:00","2026-02-02 05:12:59","Kho trong - NKD","Ha Noi","HDA","1.4T","DRY, FRESH",100,100,100,0.81251,8.47988
